Transaction Id,Customer Id,Customer Age,Gender,Annual Income,Region,Product Category,Purchase Quantity,Unit Price,Discount Applied,Transaction Date,Payment Method
TXN-201347,CUST-5836,37.0,Other,55585.87,East Zone,Apparel & Fashion,4,99.46,0.05,2025-01-02 06:27,NetBanking
TXN-201348,CUST-5787,65.0,Male,80016.16,East Zone,Beauty & Health,1,766.67,0.05,2025-01-02 06:28,Digital Wallet
TXN-201349,CUST-5724,64.0,Female,48183.31,South Zone,Home Electronics,4,462.22,0.0,2025-01-02 06:29,Digital Wallet
TXN-201350,CUST-5225,44.0,Female,97285.01,South Zone,Apparel & Fashion,1,612.54,0.0,2025-01-02 06:30,NetBanking
TXN-201351,CUST-5532,32.0,Female,35432.31,West Zone,Books & Media,5,195.76,0.1,2025-01-02 06:31,Digital Wallet
TXN-201352,CUST-5113,23.0,Female,57186.76,West Zone,Electronics,7,145.92,0.0,2025-01-02 06:32,Credit Card
TXN-201353,CUST-5140,64.0,Female,49856.05,West Zone,Electronics,2,710.62,0.1,2025-01-02 06:33,Digital Wallet
TXN-201354,CUST-5559,31.0,Male,58666.65,South Zone,Beauty & Health,3,308.36,0.05,2025-01-02 06:34,NetBanking
TXN-201355,CUST-5001,77.0,Female,87372.28,West Zone,Electronics,7,389.78,0.05,2025-01-02 06:35,Digital Wallet
TXN-201356,CUST-5090,28.0,Female,43787.57,North Zone,Books & Media,4,29.12,0.0,2025-01-02 06:36,NetBanking
TXN-201357,CUST-5654,56.0,Female,53651.5,South Zone,Apparel & Fashion,4,331.38,0.0,2025-01-02 06:37,Digital Wallet
TXN-201358,CUST-5320,26.0,Male,74108.36,North Zone,Apparel & Fashion,5,656.13,0.05,2025-01-02 06:38,Credit Card
TXN-201359,CUST-5550,43.0,Female,295000.0,West Zone,Home Electronics,4,699.07,0.0,2025-01-02 06:39,NetBanking
TXN-201360,CUST-5805,,Female,65240.74,East Zone,Apparel & Fashion,1,595.6,0.25,2025-01-02 06:40,NetBanking
TXN-201361,CUST-5894,22.0,Male,44142.39,North Zone,Beauty & Health,1,590.05,0.25,2025-01-02 06:41,NetBanking
TXN-201362,CUST-5139,74.0,Female,60675.71,South Zone,Books & Media,2,433.02,0.0,2025-01-02 06:42,NetBanking
TXN-201363,CUST-5511,69.0,Female,82934.2,North Zone,Home Electronics,2,460.12,0.0,2025-01-02 06:43,Digital Wallet
TXN-201364,CUST-5868,78.0,Female,32223.86,South Zone,Beauty & Health,7,632.65,0.0,2025-01-02 06:44,Digital Wallet
TXN-201365,CUST-5845,27.0,Male,49099.78,West Zone,Beauty & Health,2,214.35,0.25,2025-01-02 06:45,Credit Card
TXN-201366,CUST-5259,67.0,Male,28412.48,North Zone,Beauty & Health,1,201.02,0.0,2025-01-02 06:46,Credit Card
TXN-201367,CUST-5673,20.0,Female,71934.05,East Zone,Electronics,6,4500.0,0.0,2025-01-02 06:47,Digital Wallet
TXN-201368,CUST-5902,30.0,Male,84671.21,North Zone,Beauty & Health,6,28.88,0.05,2025-01-02 06:48,UPI Payment
TXN-201369,CUST-5690,60.0,Female,58606.92,East Zone,Electronics,2,123.28,0.0,2025-01-02 06:49,NetBanking
TXN-201370,CUST-5010,66.0,Female,43397.88,South Zone,Apparel & Fashion,2,487.15,0.0,2025-01-02 06:50,Digital Wallet
TXN-201371,CUST-5261,47.0,Female,43939.44,West Zone,Electronics,1,628.6,0.0,2025-01-02 06:51,Credit Card
TXN-201372,CUST-5919,79.0,Male,56504.44,West Zone,Beauty & Health,5,459.75,0.05,2025-01-02 06:52,NetBanking
TXN-201373,CUST-5650,71.0,Female,56433.87,East Zone,Books & Media,7,305.35,0.0,2025-01-02 06:53,Credit Card
TXN-201374,CUST-5172,62.0,Male,78868.89,South Zone,Books & Media,4,831.4,0.0,2025-01-02 06:54,UPI Payment
TXN-201375,CUST-5898,23.0,Male,49625.79,West Zone,Apparel & Fashion,7,599.9,0.1,2025-01-02 06:55,NetBanking
TXN-201376,CUST-5013,34.0,Male,70048.95,South Zone,Beauty & Health,3,707.61,0.0,2025-01-02 06:56,UPI Payment
TXN-201377,CUST-5168,76.0,Male,56348.8,East Zone,Electronics,6,39.49,0.05,2025-01-02 06:57,UPI Payment
TXN-201378,CUST-5642,62.0,Other,48222.0,East Zone,Books & Media,6,204.73,0.0,2025-01-02 06:58,UPI Payment
TXN-201379,CUST-5596,68.0,Other,55888.04,North Zone,Home Electronics,1,321.49,0.0,2025-01-02 06:59,Digital Wallet
TXN-201380,CUST-5321,70.0,Male,68225.96,West Zone,Beauty & Health,7,159.71,0.0,2025-01-02 07:00,Credit Card
TXN-201381,CUST-5319,36.0,Female,78926.27,West Zone,Beauty & Health,1,67.06,0.05,2025-01-02 07:01,NetBanking
TXN-201382,CUST-5613,59.0,Male,57338.5,North Zone,Home Electronics,3,195.59,0.0,2025-01-02 07:02,Digital Wallet
TXN-201383,CUST-5329,52.0,Female,39727.14,East Zone,Books & Media,7,456.16,0.0,2025-01-02 07:03,Credit Card
TXN-201384,CUST-5785,63.0,Female,80494.72,East Zone,Home Electronics,3,593.06,0.0,2025-01-02 07:04,Digital Wallet
TXN-201385,CUST-5777,43.0,Female,45383.87,East Zone,Apparel & Fashion,2,659.16,0.0,2025-01-02 07:05,Credit Card
TXN-201386,CUST-5971,68.0,Male,66825.23,East Zone,Electronics,7,41.76,0.0,2025-01-02 07:06,NetBanking
TXN-201387,CUST-5911,22.0,Female,61540.6,South Zone,Electronics,3,366.93,0.05,2025-01-02 07:07,NetBanking
TXN-201388,CUST-5920,46.0,Male,59066.45,West Zone,Books & Media,4,108.71,0.0,2025-01-02 07:08,NetBanking
TXN-201389,CUST-5550,81.0,Other,52990.94,West Zone,Home Electronics,4,369.65,0.05,2025-01-02 07:09,NetBanking
TXN-201390,CUST-5419,54.0,Male,73472.75,East Zone,Beauty & Health,6,371.99,0.0,2025-01-02 07:10,Credit Card
TXN-201391,CUST-5606,37.0,Female,,East Zone,Beauty & Health,4,426.24,0.0,2025-01-02 07:11,Digital Wallet
TXN-201392,CUST-5095,66.0,Female,83024.7,East Zone,Beauty & Health,7,759.5,0.1,2025-01-02 07:12,NetBanking
TXN-201393,CUST-5817,38.0,Female,45118.61,West Zone,Apparel & Fashion,4,685.4,0.0,2025-01-02 07:13,NetBanking
TXN-201394,CUST-5581,27.0,Male,69547.2,West Zone,Apparel & Fashion,4,543.21,0.0,2025-01-02 07:14,NetBanking
TXN-201395,CUST-5318,81.0,Female,68567.97,East Zone,Beauty & Health,2,4500.0,0.05,2025-01-02 07:15,UPI Payment
TXN-201396,CUST-5956,22.0,Male,85587.08,South Zone,Books & Media,6,578.47,0.25,2025-01-02 07:16,NetBanking
TXN-201397,CUST-5236,53.0,Female,65658.36,North Zone,Apparel & Fashion,1,697.02,0.0,2025-01-02 07:17,NetBanking
TXN-201398,CUST-5946,23.0,Male,46661.48,North Zone,Apparel & Fashion,6,481.61,0.1,2025-01-02 07:18,Credit Card
TXN-201399,CUST-5334,43.0,Male,32312.03,North Zone,Electronics,6,449.05,0.1,2025-01-02 07:19,UPI Payment
TXN-201400,CUST-5885,21.0,Female,55547.14,West Zone,Electronics,6,617.0,0.0,2025-01-02 07:20,Credit Card
TXN-201401,CUST-5376,79.0,Male,25773.75,West Zone,Books & Media,3,22.13,0.05,2025-01-02 07:21,Digital Wallet
TXN-201402,CUST-5459,56.0,Male,50373.01,North Zone,Apparel & Fashion,1,588.52,0.0,2025-01-02 07:22,UPI Payment
TXN-201403,CUST-5137,56.0,Male,56586.33,North Zone,Apparel & Fashion,3,794.7,0.0,2025-01-02 07:23,Credit Card
TXN-201404,CUST-5930,67.0,Male,49236.55,South Zone,Home Electronics,2,608.42,0.0,2025-01-02 07:24,Credit Card
TXN-201405,CUST-5588,52.0,Female,62772.81,West Zone,Books & Media,2,36.57,0.05,2025-01-02 07:25,Digital Wallet
TXN-201406,CUST-5995,18.0,Female,57632.08,West Zone,Books & Media,5,324.62,0.0,2025-01-02 07:26,Digital Wallet
TXN-201407,CUST-5547,41.0,Male,55937.8,North Zone,Home Electronics,5,689.19,0.0,2025-01-02 07:27,NetBanking
TXN-201408,CUST-5513,74.0,Male,17153.21,South Zone,Home Electronics,2,815.04,0.1,2025-01-02 07:28,NetBanking
TXN-201409,CUST-5296,53.0,Male,38047.95,South Zone,Electronics,2,318.1,0.05,2025-01-02 07:29,UPI Payment
TXN-201410,CUST-5320,23.0,Male,73889.15,North Zone,Books & Media,3,715.89,0.25,2025-01-02 07:30,UPI Payment
TXN-201411,CUST-5918,58.0,Female,76878.74,North Zone,Books & Media,2,734.99,0.0,2025-01-02 07:31,Digital Wallet
TXN-201412,CUST-5572,71.0,Female,27982.63,West Zone,Home Electronics,7,109.62,0.0,2025-01-02 07:32,UPI Payment
TXN-201413,CUST-5832,63.0,Male,46927.71,North Zone,Beauty & Health,1,719.77,0.0,2025-01-02 07:33,NetBanking
TXN-201414,CUST-5349,77.0,Male,81831.36,East Zone,Beauty & Health,3,279.33,0.1,2025-01-02 07:34,Digital Wallet
TXN-201415,CUST-5840,61.0,Male,48716.28,South Zone,Electronics,2,506.49,0.0,2025-01-02 07:35,Credit Card
TXN-201416,CUST-5779,77.0,Female,59937.42,North Zone,Beauty & Health,3,460.65,0.25,2025-01-02 07:36,Digital Wallet
TXN-201417,CUST-5873,74.0,Other,88673.4,East Zone,Beauty & Health,3,565.45,0.0,2025-01-02 07:37,UPI Payment
TXN-201418,CUST-5229,48.0,Male,55310.82,South Zone,Beauty & Health,4,630.82,0.1,2025-01-02 07:38,NetBanking
TXN-201419,CUST-5270,37.0,Male,52662.69,East Zone,Apparel & Fashion,5,377.82,0.1,2025-01-02 07:39,NetBanking
TXN-201420,CUST-5828,41.0,Female,59094.82,East Zone,Electronics,3,755.68,0.1,2025-01-02 07:40,Credit Card
TXN-201421,CUST-5798,42.0,Female,96288.1,North Zone,Home Electronics,6,689.12,0.0,2025-01-02 07:41,Credit Card
TXN-201422,CUST-5291,53.0,Male,70254.73,South Zone,Beauty & Health,7,4500.0,0.05,2025-01-02 07:42,Digital Wallet
TXN-201423,CUST-5725,38.0,Male,62353.01,East Zone,Apparel & Fashion,7,392.49,0.0,2025-01-02 07:43,NetBanking
TXN-201424,CUST-5165,47.0,Male,52299.34,West Zone,Beauty & Health,3,37.23,0.0,2025-01-02 07:44,Credit Card
TXN-201425,CUST-5005,41.0,Female,71968.11,South Zone,Apparel & Fashion,6,421.21,0.0,2025-01-02 07:45,Credit Card
TXN-201426,CUST-5851,61.0,Male,74204.45,West Zone,Electronics,7,764.24,0.05,2025-01-02 07:46,Digital Wallet
TXN-201427,CUST-5379,59.0,Male,42146.2,North Zone,Beauty & Health,4,166.34,0.0,2025-01-02 07:47,Digital Wallet
TXN-201428,CUST-5078,47.0,Female,74702.62,West Zone,Apparel & Fashion,2,835.3,0.25,2025-01-02 07:48,NetBanking
TXN-201429,CUST-5410,39.0,Male,59203.68,South Zone,Books & Media,3,687.59,0.0,2025-01-02 07:49,UPI Payment
TXN-201430,CUST-5574,45.0,Female,62458.77,East Zone,Books & Media,4,604.95,0.0,2025-01-02 07:50,UPI Payment
TXN-201431,CUST-5132,24.0,Male,45640.65,East Zone,Apparel & Fashion,1,577.36,0.0,2025-01-02 07:51,NetBanking
TXN-201432,CUST-5601,52.0,Male,54600.33,South Zone,Beauty & Health,4,501.24,0.1,2025-01-02 07:52,UPI Payment
TXN-201433,CUST-5749,72.0,Female,42942.37,East Zone,Beauty & Health,5,614.11,0.0,2025-01-02 07:53,NetBanking
TXN-201434,CUST-5042,45.0,Male,42052.96,West Zone,Electronics,5,361.8,0.1,2025-01-02 07:54,NetBanking
TXN-201435,CUST-5089,31.0,Other,68976.17,East Zone,Electronics,2,719.35,0.0,2025-01-02 07:55,Credit Card
TXN-201436,CUST-5402,73.0,Female,55430.34,East Zone,Home Electronics,6,593.56,0.25,2025-01-02 07:56,UPI Payment
TXN-201437,CUST-5296,27.0,Male,37956.7,West Zone,Electronics,2,656.82,0.0,2025-01-02 07:57,NetBanking
TXN-201438,CUST-5840,33.0,Female,102275.47,West Zone,Beauty & Health,7,674.76,0.0,2025-01-02 07:58,UPI Payment
TXN-201439,CUST-5295,33.0,Male,41193.88,West Zone,Home Electronics,6,83.25,0.05,2025-01-02 07:59,UPI Payment
TXN-201440,CUST-5616,71.0,Female,82203.9,North Zone,Electronics,6,52.49,0.1,2025-01-02 08:00,Digital Wallet
TXN-201441,CUST-5526,48.0,Male,34685.42,West Zone,Apparel & Fashion,6,681.93,0.0,2025-01-02 08:01,UPI Payment
TXN-201442,CUST-5800,59.0,Female,70445.29,West Zone,Books & Media,6,224.55,0.1,2025-01-02 08:02,NetBanking
TXN-201443,CUST-5691,42.0,Male,57364.63,North Zone,Electronics,5,496.97,0.0,2025-01-02 08:03,Credit Card
TXN-201444,CUST-5637,,Male,50362.45,East Zone,Electronics,7,380.21,0.05,2025-01-02 08:04,UPI Payment
TXN-201445,CUST-5422,23.0,Female,65639.73,West Zone,Apparel & Fashion,5,24.11,0.0,2025-01-02 08:05,NetBanking
TXN-201446,CUST-5865,61.0,Female,63151.81,South Zone,Beauty & Health,3,39.52,0.0,2025-01-02 08:06,Digital Wallet
TXN-201447,CUST-5023,26.0,Male,46969.39,West Zone,Apparel & Fashion,7,704.01,0.0,2025-01-02 08:07,UPI Payment
TXN-201448,CUST-5575,62.0,Male,46131.83,West Zone,Electronics,5,518.68,0.1,2025-01-02 08:08,Credit Card
TXN-201449,CUST-5143,53.0,Female,32882.59,North Zone,Beauty & Health,2,447.89,0.25,2025-01-02 08:09,UPI Payment
TXN-201450,CUST-5993,73.0,Female,67652.94,South Zone,Home Electronics,5,803.01,0.0,2025-01-02 08:10,NetBanking
TXN-201451,CUST-5665,60.0,Male,38804.61,East Zone,Electronics,7,151.7,0.1,2025-01-02 08:11,UPI Payment
TXN-201452,CUST-5145,37.0,Male,62073.54,East Zone,Apparel & Fashion,7,223.36,0.0,2025-01-02 08:12,UPI Payment
TXN-201453,CUST-5225,35.0,Male,72960.84,South Zone,Home Electronics,2,644.57,0.05,2025-01-02 08:13,Digital Wallet
TXN-201454,CUST-5503,75.0,Female,65849.02,West Zone,Books & Media,1,660.19,0.0,2025-01-02 08:14,UPI Payment
TXN-201455,CUST-5962,60.0,Male,48622.07,North Zone,Home Electronics,7,347.44,0.05,2025-01-02 08:15,Credit Card
TXN-201456,CUST-5974,74.0,Male,78813.03,South Zone,Apparel & Fashion,5,808.6,0.0,2025-01-02 08:16,UPI Payment
TXN-201457,CUST-5821,38.0,Female,54452.53,South Zone,Home Electronics,2,797.86,0.0,2025-01-02 08:17,Digital Wallet
TXN-201458,CUST-5616,21.0,Male,37318.03,East Zone,Apparel & Fashion,6,15.98,0.05,2025-01-02 08:18,NetBanking
TXN-201459,CUST-5104,67.0,Female,56751.04,North Zone,Electronics,7,151.03,0.1,2025-01-02 08:19,UPI Payment
TXN-201460,CUST-5947,50.0,Male,72855.75,South Zone,Beauty & Health,4,698.18,0.05,2025-01-02 08:20,UPI Payment
TXN-201461,CUST-5039,44.0,Male,49523.34,North Zone,Books & Media,6,288.59,0.25,2025-01-02 08:21,Digital Wallet
TXN-201462,CUST-5947,24.0,Male,78246.37,West Zone,Beauty & Health,3,86.12,0.1,2025-01-02 08:22,Digital Wallet
TXN-201463,CUST-5198,23.0,Female,47748.97,East Zone,Beauty & Health,7,668.43,0.0,2025-01-02 08:23,Digital Wallet
TXN-201464,CUST-5646,80.0,Male,50267.06,West Zone,Beauty & Health,2,389.4,0.0,2025-01-02 08:24,UPI Payment
TXN-201465,CUST-5579,32.0,Female,42647.54,North Zone,Apparel & Fashion,6,421.34,0.05,2025-01-02 08:25,Credit Card
TXN-201466,CUST-5391,35.0,Female,74648.63,West Zone,Apparel & Fashion,5,162.89,0.25,2025-01-02 08:26,Digital Wallet
TXN-201467,CUST-5179,49.0,Female,61015.01,East Zone,Books & Media,5,563.63,0.25,2025-01-02 08:27,NetBanking
TXN-201468,CUST-5968,73.0,Male,43874.4,North Zone,Apparel & Fashion,7,471.02,0.1,2025-01-02 08:28,UPI Payment
TXN-201469,CUST-5554,28.0,Male,54670.11,South Zone,Apparel & Fashion,1,180.04,0.05,2025-01-02 08:29,NetBanking
TXN-201470,CUST-5448,37.0,Male,,West Zone,Apparel & Fashion,4,292.91,0.1,2025-01-02 08:30,NetBanking
TXN-201471,CUST-5500,41.0,Male,76392.49,East Zone,Apparel & Fashion,7,509.56,0.0,2025-01-02 08:31,Credit Card
TXN-201472,CUST-5015,32.0,Male,58841.19,South Zone,Electronics,2,786.55,0.0,2025-01-02 08:32,NetBanking
TXN-201473,CUST-5623,65.0,Female,17484.59,East Zone,Books & Media,6,782.76,0.05,2025-01-02 08:33,Digital Wallet
TXN-201474,CUST-5669,24.0,Male,35051.39,North Zone,Apparel & Fashion,4,248.64,0.1,2025-01-02 08:34,Digital Wallet
TXN-201475,CUST-5289,38.0,Male,54200.51,North Zone,Books & Media,1,626.73,0.25,2025-01-02 08:35,UPI Payment
TXN-201476,CUST-5478,59.0,Male,37687.84,West Zone,Home Electronics,7,660.43,0.0,2025-01-02 08:36,Credit Card
TXN-201477,CUST-5231,43.0,Female,76676.96,East Zone,Electronics,3,688.55,0.1,2025-01-02 08:37,Credit Card
TXN-201478,CUST-5923,61.0,Male,69743.6,East Zone,Apparel & Fashion,4,487.51,0.1,2025-01-02 08:38,NetBanking
TXN-201479,CUST-5420,73.0,Female,68651.41,East Zone,Electronics,1,14.37,0.05,2025-01-02 08:39,Credit Card
TXN-201480,CUST-5157,81.0,Male,13819.58,North Zone,Electronics,7,648.74,0.0,2025-01-02 08:40,NetBanking
TXN-201481,CUST-5550,31.0,Female,52279.02,West Zone,Home Electronics,7,95.52,0.05,2025-01-02 08:41,NetBanking
TXN-201482,CUST-5441,74.0,Female,49094.1,East Zone,Books & Media,2,104.2,0.05,2025-01-02 08:42,Credit Card
TXN-201483,CUST-5097,54.0,Male,44349.99,East Zone,Electronics,7,516.95,0.05,2025-01-02 08:43,UPI Payment
TXN-201484,CUST-5997,75.0,Male,54319.26,South Zone,Beauty & Health,3,836.08,0.05,2025-01-02 08:44,NetBanking
TXN-201485,CUST-5411,38.0,Male,41164.59,East Zone,Home Electronics,7,210.32,0.1,2025-01-02 08:45,Digital Wallet
TXN-201486,CUST-5951,35.0,Male,65981.58,West Zone,Beauty & Health,5,550.89,0.0,2025-01-02 08:46,Digital Wallet
TXN-201487,CUST-5289,22.0,Female,76181.2,South Zone,Home Electronics,1,261.94,0.0,2025-01-02 08:47,Credit Card
TXN-201488,CUST-5254,20.0,Female,74587.1,South Zone,Beauty & Health,5,764.47,0.05,2025-01-02 08:48,Credit Card
TXN-201489,CUST-5196,40.0,Female,59448.64,South Zone,Beauty & Health,7,506.73,0.0,2025-01-02 08:49,NetBanking
TXN-201490,CUST-5598,43.0,Female,98985.93,North Zone,Electronics,3,180.71,0.25,2025-01-02 08:50,NetBanking
TXN-201491,CUST-5834,54.0,Male,83089.54,South Zone,Electronics,1,226.87,0.0,2025-01-02 08:51,Digital Wallet
TXN-201492,CUST-5522,41.0,Male,60121.17,East Zone,Home Electronics,1,370.73,0.0,2025-01-02 08:52,NetBanking
TXN-201493,CUST-5517,66.0,Female,53077.96,North Zone,Books & Media,7,108.57,0.1,2025-01-02 08:53,Digital Wallet
TXN-201494,CUST-5635,36.0,Male,86753.5,North Zone,Electronics,3,71.99,0.0,2025-01-02 08:54,NetBanking
TXN-201495,CUST-5842,68.0,Female,80640.24,North Zone,Electronics,2,579.81,0.1,2025-01-02 08:55,UPI Payment
TXN-201496,CUST-5865,42.0,Male,35907.1,North Zone,Apparel & Fashion,1,349.35,0.05,2025-01-02 08:56,UPI Payment
TXN-201497,CUST-5118,38.0,Male,82087.69,North Zone,Electronics,3,618.8,0.0,2025-01-02 08:57,Digital Wallet
TXN-201498,CUST-5806,81.0,Other,59144.09,North Zone,Books & Media,4,98.44,0.25,2025-01-02 08:58,UPI Payment
TXN-201499,CUST-5909,29.0,Male,46073.14,North Zone,Apparel & Fashion,5,520.53,0.0,2025-01-02 08:59,UPI Payment
TXN-201500,CUST-5159,74.0,Other,25384.69,South Zone,Beauty & Health,1,379.87,0.0,2025-01-02 09:00,Credit Card
TXN-201501,CUST-5815,,Other,57025.05,West Zone,Beauty & Health,4,54.48,0.0,2025-01-02 09:01,NetBanking
TXN-201502,CUST-5228,58.0,Female,61773.79,East Zone,Apparel & Fashion,1,465.59,0.0,2025-01-02 09:02,Credit Card
TXN-201503,CUST-5877,50.0,Female,91365.56,East Zone,Apparel & Fashion,2,75.43,0.1,2025-01-02 09:03,Digital Wallet
TXN-201504,CUST-5216,67.0,Female,79708.83,South Zone,Apparel & Fashion,7,704.51,0.1,2025-01-02 09:04,Credit Card
TXN-201505,CUST-5948,70.0,Female,51216.6,South Zone,Home Electronics,3,539.19,0.0,2025-01-02 09:05,Digital Wallet
TXN-201506,CUST-5696,21.0,Male,69202.83,North Zone,Books & Media,1,475.86,0.05,2025-01-02 09:06,UPI Payment
TXN-201507,CUST-5015,80.0,Female,77285.61,West Zone,Books & Media,3,118.21,0.1,2025-01-02 09:07,Credit Card
TXN-201508,CUST-5157,59.0,Female,63590.21,North Zone,Beauty & Health,6,248.26,0.1,2025-01-02 09:08,UPI Payment
TXN-201509,CUST-5648,74.0,Male,51137.65,South Zone,Beauty & Health,1,421.73,0.0,2025-01-02 09:09,NetBanking
TXN-201510,CUST-5261,24.0,Male,52154.81,North Zone,Beauty & Health,2,540.31,0.1,2025-01-02 09:10,UPI Payment
TXN-201511,CUST-5157,39.0,Male,69131.25,East Zone,Electronics,2,160.24,0.0,2025-01-02 09:11,NetBanking
TXN-201512,CUST-5047,72.0,Female,69640.14,East Zone,Beauty & Health,7,12.99,0.05,2025-01-02 09:12,UPI Payment
TXN-201513,CUST-5324,50.0,Female,56580.34,North Zone,Apparel & Fashion,7,296.65,0.25,2025-01-02 09:13,Credit Card
TXN-201514,CUST-5844,34.0,Male,13545.68,West Zone,Beauty & Health,4,413.28,0.0,2025-01-02 09:14,Credit Card
TXN-201515,CUST-5685,41.0,Female,295000.0,North Zone,Apparel & Fashion,2,161.25,0.0,2025-01-02 09:15,UPI Payment
TXN-201516,CUST-5130,78.0,Female,73464.25,North Zone,Home Electronics,3,421.13,0.0,2025-01-02 09:16,Digital Wallet
TXN-201517,CUST-5411,78.0,Female,22579.5,West Zone,Electronics,6,291.35,0.0,2025-01-02 09:17,Digital Wallet
TXN-201518,CUST-5095,51.0,Female,83907.35,West Zone,Electronics,2,389.82,0.0,2025-01-02 09:18,NetBanking
TXN-201519,CUST-5627,45.0,Female,81168.91,West Zone,Books & Media,1,298.93,0.05,2025-01-02 09:19,NetBanking
TXN-201520,CUST-5755,75.0,Male,62760.28,East Zone,Home Electronics,2,536.24,0.0,2025-01-02 09:20,UPI Payment
TXN-201521,CUST-5932,60.0,Female,73061.72,North Zone,Apparel & Fashion,6,41.73,0.0,2025-01-02 09:21,Credit Card
TXN-201522,CUST-5292,58.0,Male,71782.33,South Zone,Home Electronics,3,149.83,0.0,2025-01-02 09:22,NetBanking
TXN-201523,CUST-5794,56.0,Female,59837.85,West Zone,Electronics,1,370.96,0.0,2025-01-02 09:23,UPI Payment
TXN-201524,CUST-5811,39.0,Other,36583.05,West Zone,Apparel & Fashion,4,306.39,0.0,2025-01-02 09:24,NetBanking
TXN-201525,CUST-5283,66.0,Male,79894.55,North Zone,Home Electronics,4,336.23,0.05,2025-01-02 09:25,Credit Card
TXN-201526,CUST-5069,34.0,Male,88033.76,South Zone,Electronics,4,684.28,0.0,2025-01-02 09:26,NetBanking
TXN-201527,CUST-5660,51.0,Female,39641.08,North Zone,Apparel & Fashion,7,754.01,0.25,2025-01-02 09:27,UPI Payment
TXN-201528,CUST-5011,23.0,Male,35891.78,North Zone,Apparel & Fashion,1,215.5,0.0,2025-01-02 09:28,NetBanking
TXN-201529,CUST-5254,63.0,Female,59469.26,West Zone,Electronics,4,711.83,0.25,2025-01-02 09:29,Digital Wallet
TXN-201530,CUST-5842,23.0,Male,50414.84,West Zone,Apparel & Fashion,7,392.95,0.0,2025-01-02 09:30,NetBanking
TXN-201531,CUST-5872,51.0,Male,64681.56,East Zone,Electronics,2,236.74,0.1,2025-01-02 09:31,Credit Card
TXN-201532,CUST-5550,18.0,Other,84347.89,South Zone,Beauty & Health,1,837.72,0.05,2025-01-02 09:32,Credit Card
TXN-201533,CUST-5134,27.0,Female,20455.1,South Zone,Beauty & Health,1,702.05,0.1,2025-01-02 09:33,Credit Card
TXN-201534,CUST-5712,38.0,Female,91253.53,West Zone,Apparel & Fashion,1,845.15,0.05,2025-01-02 09:34,Credit Card
TXN-201535,CUST-5023,22.0,Male,54476.63,West Zone,Apparel & Fashion,5,147.54,0.25,2025-01-02 09:35,UPI Payment
TXN-201536,CUST-5815,19.0,Female,71467.91,West Zone,Electronics,7,126.98,0.05,2025-01-02 09:36,NetBanking
TXN-201537,CUST-5346,39.0,Female,73446.43,South Zone,Apparel & Fashion,3,430.6,0.1,2025-01-02 09:37,NetBanking
TXN-201538,CUST-5302,65.0,Female,75603.81,East Zone,Books & Media,5,544.83,0.1,2025-01-02 09:38,NetBanking
TXN-201539,CUST-5363,74.0,Female,63145.3,South Zone,Beauty & Health,5,149.96,0.05,2025-01-02 09:39,NetBanking
TXN-201540,CUST-5396,19.0,Female,67467.87,West Zone,Apparel & Fashion,5,732.13,0.0,2025-01-02 09:40,UPI Payment
TXN-201541,CUST-5218,27.0,Male,67346.91,West Zone,Apparel & Fashion,3,454.79,0.0,2025-01-02 09:41,Credit Card
TXN-201542,CUST-5141,51.0,Male,50339.77,East Zone,Home Electronics,5,352.54,0.1,2025-01-02 09:42,NetBanking
TXN-201543,CUST-5616,,Female,29475.98,North Zone,Apparel & Fashion,4,513.93,0.0,2025-01-02 09:43,NetBanking
TXN-201544,CUST-5958,65.0,Male,39445.06,North Zone,Books & Media,1,541.72,0.05,2025-01-02 09:44,Credit Card
TXN-201545,CUST-5210,68.0,Female,60071.6,South Zone,Beauty & Health,1,41.63,0.0,2025-01-02 09:45,Digital Wallet
TXN-201546,CUST-5985,78.0,Male,47444.08,North Zone,Home Electronics,7,849.91,0.0,2025-01-02 09:46,Digital Wallet
TXN-201547,CUST-5993,56.0,Female,47486.82,North Zone,Electronics,2,312.83,0.05,2025-01-02 09:47,Credit Card
TXN-201548,CUST-5623,39.0,Female,95286.14,South Zone,Electronics,6,57.47,0.05,2025-01-02 09:48,NetBanking
TXN-201549,CUST-5616,29.0,Male,77889.55,West Zone,Beauty & Health,4,725.29,0.0,2025-01-02 09:49,Credit Card
TXN-201550,CUST-5828,41.0,Male,57336.59,North Zone,Electronics,3,844.1,0.0,2025-01-02 09:50,NetBanking
TXN-201551,CUST-5683,64.0,Male,74432.65,West Zone,Books & Media,6,694.91,0.0,2025-01-02 09:51,NetBanking
TXN-201552,CUST-5460,57.0,Female,54225.03,South Zone,Apparel & Fashion,1,724.91,0.05,2025-01-02 09:52,Digital Wallet
TXN-201553,CUST-5356,55.0,Female,64048.38,West Zone,Beauty & Health,5,534.1,0.0,2025-01-02 09:53,Digital Wallet
TXN-201554,CUST-5324,77.0,Male,70170.13,West Zone,Home Electronics,7,784.4,0.05,2025-01-02 09:54,NetBanking
TXN-201555,CUST-5133,76.0,Female,54274.29,South Zone,Apparel & Fashion,7,35.68,0.05,2025-01-02 09:55,NetBanking
TXN-201556,CUST-5888,27.0,Male,49322.86,West Zone,Electronics,2,653.0,0.25,2025-01-02 09:56,NetBanking
TXN-201557,CUST-5805,,Female,84642.74,North Zone,Electronics,2,571.91,0.0,2025-01-02 09:57,Digital Wallet
